cluster	EQ1	EQ2	EQ3	EQ4	EQ5	EQ6	EW1	EW2	EW3	EW4	EW5	EW6	OQ1	OQ3	OQ4	OQ5	OW1	OW4	OW5	OW7
FEX_0007262	0	71.68	NA	47.18	NA	NA	50	12.98	50	0.69	92.17	24.84	6.78	0.86	NA	49.91	50	11.21	33.01	91.67
FEX_0007263	0.08	0.17	0.12	0.47	0.08	0	0.53	0	12.5	0	0.13	0.14	0.09	1.5	NA	0.13	NA	0.21	0.22	0.37
FEX_0007264	0.05	0.31	0.05	NA	0	0	0.05	0	0	NA	NA	NA	0.11	4.25	NA	0.17	NA	0	0.36	0.45
FEX_0007265	0.13	NA	0.21	0.47	0.15	0	0.42	NA	33.33	0	0.13	0.32	0	0	NA	0.09	NA	0.5	0	NA
FEX_0007266	0	0.33	NA	NA	NA	1.55	NA	0	NA	NA	0	0	0	0	NA	NA	0	0	0	0
FEX_0007267	0.8	0.24	0	NA	NA	2.68	2.13	20.62	1.04	0.5	0.23	50	NA	0	NA	0	NA	33.33	0	0
FEX_0007268	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	0	0	0.07	NA	NA	NA	NA	NA
FEX_0007269	0.19	0.22	0.2	0.26	0.36	1.22	1.01	0.89	0.25	0.35	0.41	0.4	0.18	0.45	0.09	0.04	0.05	0.26	0.26	0.25
FEX_0007270	0.22	0.26	0	0.15	0.34	0.89	0.05	0.26	0.47	0	0.41	0.23	0.26	0.25	0.17	0	0	0	0.16	0.31
FEX_0007271	0.03	0	0.14	0	0.08	2.19	0	1.2	NA	NA	NA	0	NA	0	NA	NA	0.04	0.04	0.02	0.24
FEX_0007272	0.15	0.12	0.02	0.11	0.65	2.29	0.3	0.4	0.24	0.45	0.64	0.49	0.11	0.07	0.06	0.03	0.07	0.16	0.1	0.24
FEX_0007273	8.42	50	0.66	0.2	0	NA	0	0	NA	NA	0.18	0	0	0	0.02	0.09	0	0	0	0.34
FEX_0007276	0.02	0.31	NA	NA	0	2.85	0.25	0	0	1.12	0.82	0.51	0.65	0	0	NA	0	0.42	0	0.09
FEX_0007277	0.02	0.31	NA	NA	0	2.85	0.25	0	0	1.12	0.82	0.51	0.65	0	0	NA	0	0.42	0	0.09
FEX_0007278	0.13	0.2	0.1	7.14	NA	1.49	0	0.04	NA	NA	0.43	0.06	0.11	0.1	NA	0	0.09	0	0	0.17
FEX_0007279	16.84	100	NA	NA	0	NA	NA	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	1.3
FEX_0007280	NA	NA	1.56	NA	NA	2.6	NA	NA	0	NA	NA	NA	NA	0.3	NA	NA	NA	NA	0.48	NA
FEX_0007281	5.25	5.67	12.64	5.89	16.74	5.86	3.78	3.38	0.18	0.09	3.56	0.25	5.51	0.06	14.29	0	9.66	3.39	0.32	3.12
FEX_0007282	0	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5
FEX_0007283	99.57	99.66	100	97.67	49.65	97.5	100	100	NA	NA	96.17	NA	34.16	NA	100	NA	85.95	100	NA	98.92
FEX_0007284	0.16	0.15	0.13	0	NA	1.18	0.37	0.59	0.2	0.07	0.44	NA	NA	0.09	0	NA	0	0.3	0.59	0.49
FEX_0007285	0.16	0.15	0.1	0	NA	1.18	0.24	0.94	0.2	0.07	0.44	NA	NA	0.09	0.21	NA	0	0.3	0.59	0.33
FEX_0007286	0.24	0.05	0.25	0	0.13	1.43	0	0.82	0.06	0.3	0.49	NA	1	0	0.05	0.68	0.55	0.17	NA	0
FEX_0007287	0.02	0.38	0	0	NA	1.44	1.36	0	0	0.2	0	0.26	0.15	0	0.16	NA	0.18	0	0	0.26
FEX_0007288	0	NA	NA	0	NA	NA	0	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
FEX_0007289	0.35	0.05	1.07	3.12	0.13	2.13	0.07	5.44	0.21	0.02	1.28	0.15	0.05	0	0.14	0	0.11	0.13	0	1.02
FEX_0007290	NA	0	0.28	NA	NA	NA	0.13	0	NA	0.27	0.22	NA	NA	0	NA	NA	NA	1.03	0.62	0
FEX_0007291	NA	NA	NA	NA	0.71	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0007294	NA	NA	NA	NA	NA	2.7	0.3	0.2	0.38	NA	NA	0	0	0	NA	0.07	0	0.47	NA	0.29
FEX_0007295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.98	NA	0	NA	NA	NA	NA	NA
FEX_0007296	0	NA	NA	NA	NA	3.03	3.03	NA	NA	0	NA	0	0.41	0.45	NA	NA	NA	0	NA	0.84
FEX_0007297	NA	NA	NA	NA	NA	1.67	NA	NA	NA	0	NA	0	0.2	0	NA	NA	NA	NA	NA	0
FEX_0007298	0.15	NA	NA	NA	96.3	NA	100	0	NA	100	48.21	99.66	33.33	NA	100	99.53	NA	NA	NA	54.37
FEX_0007299	3.98	33.12	25.25	0.15	100	30.21	12.86	29.43	34.16	66.93	0.16	8.43	14.29	19.43	12.53	0.09	0.04	28.79	0.27	17
FEX_0007300	NA	NA	NA	NA	NA	NA	94.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0007301	0	0	NA	NA	NA	NA	50	3.35	NA	0	1.37	1.1	0	0	0.28	0.27	0.17	0.24	1.27	NA
FEX_0007302	NA	0.06	NA	3.33	NA	4.05	0.07	0.21	25	0	0.14	0.18	0.08	0.34	NA	0	NA	0	1.63	0
FEX_0007303	NA	0	NA	0.42	NA	NA	50	3.12	0	0	0	0	0	0	NA	0	NA	0	NA	0
FEX_0007304	NA	0.06	NA	3.33	NA	4.05	0.07	0.21	25	0	0.14	0.18	0.08	0.34	NA	0	NA	0	1.63	0
FEX_0007305	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0.22	NA	0	0	NA	NA	NA	0	0	0
FEX_0007306	0.04	15.01	0.23	0.33	0.32	2.21	0.03	0.4	0.34	0.16	0.23	0.68	0.01	0.16	0.04	0.08	0.05	0	0.67	0.07
FEX_0007308	NA	0	0	NA	99.59	NA	43.59	33.96	79.91	0.38	0	50	0	0	0.3	0	0	0	38.9	50
FEX_0007309	NA	0.16	0	NA	99.59	NA	21.8	33.96	79.91	0.38	0	50	0	0	0.3	0	0	0	38.9	16.67
FEX_0007310	NA	NA	NA	NA	NA	NA	0	0	1.72	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA
FEX_0007311	33.4	0	NA	0.26	0.1	NA	0	0.16	0.16	0.3	0	0	25.09	25	0.15	0	5.05	16.67	20	0.77
FEX_0007312	NA	NA	0	NA	99.64	NA	66.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	50
FEX_0007313	NA	NA	0	NA	99.64	NA	66.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	50
FEX_0007314	0	NA	52.08	0.45	0.22	29.64	0	65.36	100	0	NA	0	NA	0.7	NA	100	NA	NA	0	NA
FEX_0007315	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0007316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA
FEX_0007317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA
FEX_0007318	NA	NA	NA	NA	NA	NA	NA	3.62	NA	NA	NA	NA	NA	NA	NA	0.26	0	NA	NA	NA
FEX_0007319	NA	0.51	100	88.89	NA	0	NA	16.67	NA	NA	0	NA	0.54	17.07	0	NA	0.4	NA	NA	50
FEX_0007320	NA	NA	NA	NA	0.22	NA	0	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA
FEX_0007321	NA	NA	NA	0	NA	5.56	0	0.16	0.2	0.76	0	49.75	0	0	NA	2.33	NA	0.48	NA	0
FEX_0007322	0.17	25	50	1.66	NA	NA	0.29	0.22	0.45	0.08	NA	1.32	0	0	NA	0	NA	NA	0	0.64
FEX_0007323	NA	NA	NA	0	NA	0.98	0	0.28	0	0.26	0.32	0.36	0.33	0	NA	0	0.22	0	NA	0
FEX_0007324	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	0	NA	NA
FEX_0007328	0	NA	NA	NA	NA	NA	NA	0.09	NA	0	0.28	33.5	NA	NA	NA	NA	NA	0	NA	0.2
FEX_0007329	0	NA	NA	0	NA	1.15	0	0.04	NA	0	0.28	33.5	0.09	NA	NA	NA	NA	0	NA	0.31
FEX_0007330	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
FEX_0007331	0	0.17	0	48.61	98.86	10.08	11.38	7.03	0.31	0.27	39.24	0.12	3.51	13.33	NA	33.33	0.03	0.12	0.1	0.33
FEX_0007332	0	0.17	0	48.61	98.86	13.05	12.8	7.29	12.78	0.27	39.24	0.1	6.05	12.5	0	41.67	0.03	9.3	14.37	0.42
FEX_0007333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
FEX_0007334	0	0	0	NA	NA	0	3.57	6.75	20.07	0	0.73	NA	0.94	14.29	0.16	100	0	0	0	26.79
FEX_0007335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.97	NA	NA	NA	0	NA	NA	NA
FEX_0007336	0.16	0.64	NA	2.02	5.24	NA	0.24	0.5	0.04	0	0.23	0.4	0.37	0	0.17	0	0.09	0.41	0.27	0.06
FEX_0007337	0.16	0.5	NA	1.93	1.47	NA	0.2	5.84	0.08	0	0.1	0.74	0.17	0	0.17	0.33	0.23	0.27	0.27	0.12
FEX_0007338	0	0.17	0	NA	NA	1.86	0.2	0	0.05	0	0.11	0.24	0.38	0	NA	NA	0	0.11	0.18	0.48
FEX_0007339	0	0.33	0	NA	NA	3.19	NA	39.62	0.14	NA	0	0	50.66	0	NA	0	NA	0.98	0.24	20
FEX_0007340	0	0.33	0	NA	NA	3.19	NA	39.62	0.14	NA	0	0	50.66	0	NA	0	NA	0.98	0.24	20
FEX_0007341	NA	0	0	NA	NA	4.8	0.12	0.84	0	0.33	1.55	0	0.24	27.3	NA	NA	0	0	0.38	0.62
FEX_0007342	NA	0	0	NA	NA	NA	0.16	1.43	0	0.33	1.55	0	0.24	54.59	NA	NA	0	0	0.38	1.67
FEX_0007343	0.07	0	0.12	0.55	0.25	2.5	0.15	0.24	0.14	0.87	0.19	0.34	0.63	0	NA	0.12	NA	0.83	0.11	0.38
FEX_0007344	0.07	0	0.12	0.55	0.25	2.5	0.15	0.24	0.14	0.87	0.19	0.34	0.63	0	NA	0.12	NA	0.83	0.11	0.38
FEX_0007345	0	0.08	0.2	0.19	NA	NA	0.81	0.14	0	2.94	0.67	0.19	0	0	0	0.32	0	0	0.29	0.67
FEX_0007346	0	0.08	0.2	0.19	NA	NA	0.81	0.14	0	2.94	0.67	0.19	0	0	0	0.32	0	0	0.29	0.67
FEX_0007347	0.15	0.2	0.16	0.1	0.03	1.36	0.11	3.09	0.64	0.09	0.16	0.17	0.06	0.02	0.02	0.03	0.03	0.35	0.14	0.47
FEX_0007348	0.06	0.94	0	6.41	0.22	0	0.17	0.94	0.36	0.18	0.15	0.45	0.27	0.02	0.17	NA	0.03	0.92	0	0.25
FEX_0007349	0.06	0.94	0	6.41	0.22	0	0.17	0.94	0.36	0.18	0.15	0.45	0.27	0.02	0.17	NA	0.03	0.92	0	0.25
FEX_0007351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
FEX_0007353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09	0	NA	NA	NA	NA
FEX_0007354	NA	100	99.6	13.33	0	NA	50	0.91	NA	0	2.44	20.15	100	100	100	100	NA	NA	NA	40.7
FEX_0007355	NA	100	99.6	13.33	0	NA	25.23	0.91	NA	0	2.44	20.15	100	100	100	100	NA	NA	NA	40.7
FEX_0007357	0.11	0	0.1	1.42	0.73	0.85	0.16	0.43	0.19	0.11	0.76	0.41	0.11	0.03	0.1	0.16	0.06	0.11	0.22	4.38
FEX_0007358	38.83	0	0	0.56	20.04	2.86	0	37.98	50.46	NA	0.36	0	18.22	40	NA	50	0.17	0	0	33.77
FEX_0007359	48.53	NA	0	0.84	25.05	3.51	0	50.35	67.28	NA	0	0	11.16	50	NA	0	NA	0	0	40.52
FEX_0007360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
FEX_0007361	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0
FEX_0007363	0	0	0	NA	NA	4.4	0	0	0	NA	1.82	0.96	0	0	NA	0.23	0	0	NA	0.87
FEX_0007364	0	0.06	0	0	NA	NA	0	2.22	0	NA	NA	NA	0.26	0	NA	0	0	0	NA	0
FEX_0007365	0.09	0	8.44	0.21	0.07	2.65	4.42	0.39	0.08	0	0.23	0.12	0	0	1.41	0.42	0.03	0.21	0.28	0
FEX_0007366	0.72	0.08	0.14	0.3	0.41	1.84	0.13	1.33	0.11	0.5	0.33	0.37	0.24	1.78	0.02	0.05	0.02	0.28	0.21	0.2
FEX_0007368	100	NA	NA	NA	32.9	NA	0	NA	NA	0	91.57	NA	NA	NA	NA	NA	NA	0	NA	NA
FEX_0007369	0.13	0.05	0	0	0.18	1.93	0.17	0.2	0.44	0.25	0.79	0.07	0.05	0	0.1	0.14	0.58	0.69	0.06	0.41
FEX_0007370	0.61	0.54	0	0	0.27	NA	0	0.45	0.22	0.44	0.08	0	0.01	0	0.14	0.05	0.35	0	0.34	1.03
FEX_0007371	0.05	0.09	0.11	0.38	0.17	1.64	0.74	0.19	0.27	0.22	0.3	0.6	0.2	0.01	0.07	0	0.04	0.84	0.6	0.2
FEX_0007372	0.1	0.16	0.22	0.36	0.17	2.13	0.42	0.04	0.41	0.2	0.37	0.97	0.05	0.02	0.07	0	0.04	0.15	0.81	0.22
FEX_0007373	0.11	0	0.24	0	0	1.24	0.16	0.21	0	0.06	0.25	0.11	0.1	0.04	0.49	3.07	0.46	0.31	0.45	0.13
FEX_0007374	0	1.78	0.52	0	0	0.72	0	0.18	0.36	0.85	0.25	0	0.4	1.43	0.01	0	0.49	0	0.07	0.08
FEX_0007375	0	1.78	0.52	0	0	0.72	0	0.18	0.36	0.85	0.25	0	0.4	1.43	0.01	0	0.49	0	0.07	0.08
FEX_0007376	0.07	0.37	0.2	0.35	0.18	1.75	0.31	0.32	0.2	0.23	0.47	0.27	0.5	0.24	0.07	0.16	0.1	0.36	0.39	0.57
FEX_0007377	0.18	0.38	0.14	NA	0.14	2.82	0.15	0	0.18	0.09	NA	1.92	0.11	5.22	0	0	0.22	0	NA	0.32
FEX_0007378	0.12	0	0.09	0.36	NA	1.46	0.19	0.19	0.12	0.21	0	0.26	6.26	0.23	0	0	0.21	0.19	0.06	0.2
FEX_0007379	NA	0.07	NA	NA	NA	NA	0	NA	0	NA	1.92	NA	NA	0	0	NA	NA	NA	NA	0.17
FEX_0007380	NA	NA	0	0	NA	0.82	0.09	0.1	NA	NA	0	NA	0	0	0	NA	0	0.35	0	2.27
FEX_0007381	0.13	8.44	0.35	0	0.2	0.79	0.06	0.17	0.22	0.16	2.75	0	0.05	0	NA	NA	0	0.23	0.24	4.95
FEX_0007382	0.12	0.17	0.02	0	0	2.23	0.71	0.41	0.23	0.54	0.26	0.13	0.32	0	0	0.15	0.04	0.6	0.65	0.05
FEX_0007383	0.03	0.14	0.56	0.16	0.06	2.17	0.16	0.31	0.19	0.26	0.38	0.23	0	0.11	0.05	0.24	0.02	0.22	0.21	0.22
FEX_0007384	0	0.34	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0.56	NA	NA	NA	0	NA	NA
FEX_0007385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.46	NA	NA	NA	NA	NA	NA	1.51	NA
FEX_0007386	0.07	0.08	0.1	0	0.16	1.26	0.32	0.23	0.23	0.04	0.36	0	0.34	0.04	0.14	0.06	0.28	0.13	0	0.3
FEX_0007387	0	0.67	NA	0	NA	2.53	0	0	NA	0	1.43	NA	0	0	NA	NA	NA	0	NA	0.54
FEX_0007388	0.04	0.04	0	0.18	0.96	5	0.89	0.3	0.26	NA	0.62	1.13	0.78	0.05	NA	0	0	0	0	0.77
FEX_0007389	0.16	0.1	0	0.62	NA	1.45	0.38	0.03	0.15	0.26	0.23	0.28	0.79	0.15	0.04	0.04	0.06	0.14	0	0
FEX_0007390	0.36	NA	NA	0.39	NA	1.46	0	0	NA	0	0.35	NA	0	NA	NA	0	NA	0	0	0
FEX_0007391	0.04	0.13	0.11	0	0	2.29	0.25	0.59	0.46	NA	0.59	0	0	0	0.03	0	0.05	0.18	0.2	0
FEX_0007392	0	0	0.28	1.24	0	0.86	0.23	0.23	0.24	0.38	0.35	0.1	0	0	0	NA	0.11	0.37	NA	0.13
FEX_0007393	NA	2.11	100	3.57	NA	50	0	33.33	NA	NA	0.26	0	25	33.33	NA	NA	100	0	NA	NA
FEX_0007394	0.03	0.2	0.13	0.74	0.28	2.04	0.26	0.3	0.63	0.67	0.36	0.07	0.72	0	0	0.34	0.1	0.15	0.28	0.59
FEX_0007395	NA	2.11	100	3.57	NA	50	0	33.33	NA	NA	0.26	0	25	33.33	NA	NA	100	NA	NA	NA
FEX_0007396	4.52	0.22	0.2	0.12	0.24	1.6	0.14	0.27	0.05	0.07	0.19	0.08	0.24	0	0	0	0.02	0.32	0.17	0.16
FEX_0007397	1.93	0.17	0.1	0.6	0.29	1.83	0.11	0.28	0.42	0.19	0.17	0.21	0.17	0.03	0.02	0.03	0.06	1.43	0.17	0.12
FEX_0007398	12.63	0.07	0.39	0.11	0.12	52.94	0.26	0.21	33.49	0	0.38	0.14	0.1	0	0.08	0	0	0	0.16	0.13
FEX_0007399	NA	0	NA	0	0	NA	0.67	0.52	3.33	0	0	0	0.25	0	NA	0.02	NA	0	0.09	0.09
FEX_0007400	NA	NA	0	0	0.8	2.16	0	0.74	1.64	NA	0	0.85	0	0	NA	0	NA	NA	NA	0
FEX_0007401	0.14	0	0	NA	0.16	3.55	0.12	0	0	1.29	0.18	0.88	0	0	0.08	0	0	14.21	0.16	0
FEX_0007402	0	0	0	0	NA	2.88	0.11	0.17	0.73	0.22	0.58	0.25	NA	0	NA	NA	NA	0	0	0.42
FEX_0007403	0.05	0.18	0.14	2.6	0.39	1.25	0.06	0.18	0.15	0.15	0.54	0.06	0.08	0.39	0	0.03	4.24	0.46	0.28	0.16
FEX_0007404	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA
FEX_0007405	0.12	0.31	0.11	3.51	0.26	0.45	0.16	0.27	0	NA	1.19	0.17	0.48	0	0.02	0	0.1	0.07	0.21	0.46
FEX_0007406	0.11	0.28	0.08	NA	NA	1.38	0.07	0.2	0.21	0	NA	0	0.64	0	0	NA	0	0.31	NA	1.22
FEX_0007407	0.08	0.1	0.15	0.18	0	0.63	0.07	0.35	0	0.66	0.46	0.71	0.37	0	0.19	0.07	0.12	0.4	0.99	0.24
FEX_0007408	0.08	0.22	0.08	0.18	0	0.63	0.07	0.35	NA	0.69	0.46	1	0.37	0	0.19	0.07	0.12	0.33	NA	0.12
FEX_0007409	0	0	0.17	0.8	0.32	2.66	0.4	0.32	0	0	0	0.17	0.03	0	0.06	0	0.88	0.34	0.4	0.59
FEX_0007410	0.1	0.92	0.22	0.62	NA	1.59	0.19	0.22	0.22	0.18	NA	0	0.43	0	0.25	0.17	0.07	0.11	0	0.53
FEX_0007411	0	0	0	NA	NA	4.85	0	0.1	0	NA	0	0	0.17	0.53	0.02	0.2	0	0	NA	0
FEX_0007412	NA	0	0	NA	NA	4.85	NA	0.12	0	NA	NA	NA	20.17	0.53	0.02	0.2	0	0	NA	0
FEX_0007413	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	NA	0	NA	NA	0	NA	NA
FEX_0007414	0	0.13	0	1.54	NA	1.79	0	0.24	0.73	NA	0.2	0	0.27	0	0	0.16	NA	0	0	0.94
FEX_0007416	0.22	0.33	0.27	0.53	0.26	2.02	0.19	0.19	0.44	0.23	0.28	0.25	0.23	0	0.15	0.14	0.06	0.18	0.25	0.63
FEX_0007417	0.33	0.24	0.33	3.33	0	1.46	0.18	0.12	0.43	0.09	0.32	0.28	0.26	0	0.12	NA	0.1	0.14	0.3	0.58
FEX_0007418	0.26	0.09	0.19	0.19	NA	2.53	0.18	0	0.15	0.14	0.27	0.33	0.25	0	0	0	0.1	0.24	0.3	0.28
FEX_0007419	3.28	2.16	5.3	0.99	0.09	1.62	0.46	0.17	0.2	0	0.36	4.89	0.12	0	0	0	0	0.05	0.25	4.78
FEX_0007420	0.1	0.06	0.21	0.62	0	1.31	0.24	3.02	0.37	4.36	0.38	0.24	0.41	0.03	0.03	0.09	2.96	0.16	0.1	0.06
FEX_0007421	0	NA	NA	0	NA	3.08	1.25	0	0.84	1	0	0.19	1.43	0	NA	0	0.1	0.19	0.68	0.51
FEX_0007422	0.2	NA	0.13	0.06	NA	0	1	0.21	0.82	0.29	0.62	NA	0	0.53	0.14	0.2	0	0.2	0	0.17
FEX_0007423	NA	NA	0	0	NA	NA	NA	0	0	NA	0	NA	NA	NA	0.42	NA	0	NA	0	NA
FEX_0007424	NA	NA	0	0	NA	NA	0	0	0.1	NA	0	NA	NA	0	0.42	NA	0	NA	0	0
FEX_0007425	1.56	0.14	0.15	0.27	0.03	2.18	0.1	0.33	0.14	0.25	0.82	0.25	0.29	0.03	0.06	0.13	0.26	0.18	0.26	0.21
FEX_0007426	0	0	0	0	NA	2.27	0.08	0	0	0	NA	0	0.04	0.08	0	0	0.57	0	0.08	0
FEX_0007427	0.09	0.15	0.09	1.01	0.05	2.21	0.35	0.32	0.07	0	0.06	0	1.12	0	0	0.13	0	0.24	0.72	0.25
FEX_0007428	0	0	0	0.14	NA	3.36	0.23	0.54	0	0	0.47	NA	0	0	0	0.24	NA	0	0	0
FEX_0007429	0.15	0	0	0.42	NA	2.08	0	0.19	0.27	0	0.33	0.11	0.73	0	0.03	0.07	0.15	NA	0.42	2.82
FEX_0007430	0	0.2	0.36	1.47	NA	1.67	1.8	0	0.06	0.3	0.16	0.08	0.52	0	NA	0.37	NA	0	0.19	0.55
FEX_0007431	0	0.2	0.36	1.47	NA	1.67	1.8	0	0.06	0.3	0.16	0.08	0.52	0	NA	0.37	NA	0	0.19	0.55
FEX_0007432	0.1	2.29	0.28	0.34	0.15	1.17	0.25	0.31	0.72	0.23	0.28	0.2	0.12	0.03	0.06	0.33	0.1	0.2	0.16	0.14
FEX_0007433	NA	0.44	0	0.07	NA	1.29	0.2	NA	NA	0.64	0	0	0.73	0	NA	0	0.12	0	0	0.4
FEX_0007435	0.26	0.35	0	0	0	1.61	0	0.15	3.33	0.54	0.26	0.3	0	0	0.1	0.34	0.04	0.11	0.2	0.21
FEX_0007436	0.08	0.14	NA	0	0.31	NA	0.59	0.6	0.43	0.04	0.25	0.4	0.09	0.04	0.1	NA	NA	0.49	0.25	0.06
FEX_0007437	0.09	0	NA	NA	NA	3.4	0.72	0.09	0	NA	NA	0.32	0.13	0	0.1	0.19	0.08	NA	NA	0.78
FEX_0007438	0.09	0	NA	NA	NA	3.4	0.72	0.09	0	NA	NA	0.32	0.13	0	0.1	0.19	0.08	NA	NA	0.78
FEX_0007439	0.02	0.91	0.24	0.22	1.18	1.74	0.17	0.47	0.05	0.08	0.18	0.42	0.2	0.01	0.06	0.37	0.08	0.15	0.93	0.32
FEX_0007440	0	0	0	0	0.69	3.3	0.1	0.72	0	0.41	0.59	0	0	0	0	0	0	0.16	0.54	0.14
FEX_0007441	0	0	0	0	0.69	3.3	0.1	0.72	0	0.41	0.59	0	0	0	0	0	0	0.16	0.54	0.14
FEX_0007442	0	97.73	NA	10.11	NA	NA	11.96	NA	NA	NA	49.18	NA	NA	0	NA	25	NA	0	NA	0.6
FEX_0007443	2.8	0.12	0.29	1.26	0.44	2.54	0.32	0.22	0.46	0	1.14	2.29	0.27	0.03	0	0.04	0.03	0	0.11	1.57
FEX_0007444	NA	0	100	95.72	NA	2.01	0	10.05	NA	NA	100	NA	0	NA	NA	0	0.6	99.29	NA	0.41
FEX_0007445	0	0.17	50.19	48.21	0	1	0.31	1.58	NA	NA	33.61	0	0	0.2	0	0	0.3	16.55	NA	0.3
FEX_0007446	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2.22	2.27
FEX_0007447	0	0	0	0	NA	0.77	0.23	1.17	NA	0.08	0	0	0.02	6.25	NA	0.05	0.09	NA	NA	0.35
FEX_0007448	0	0	0.1	0.18	NA	0.51	0.15	0.99	0.25	0.13	0	0	0.02	4.56	NA	0.05	0.07	0.46	NA	0.32
FEX_0007449	0.09	0.09	1.72	0.9	0.25	1.52	0.19	1.19	0.36	0.24	0.36	0.26	0.24	0.15	0.05	0.13	0.02	0.25	0.27	0.11
FEX_0007450	0	NA	NA	7.69	NA	NA	0	0.04	0.11	0	NA	NA	0.02	0	0	NA	0	0	NA	0
FEX_0007451	0.01	0.79	0.05	0.07	0.33	3.58	0.22	0.05	0.09	0	0.22	0.17	0.09	0	0	0	0.02	0.17	0.08	0.55
FEX_0007452	0	NA	1.27	0	NA	NA	NA	NA	NA	NA	NA	1.11	0	NA	NA	NA	NA	0	NA	0
FEX_0007453	0.25	0	0.31	0	NA	40.29	0.2	0.14	0.45	20.15	0.5	0.43	0	0	NA	0	0	0.45	0.34	1.71
FEX_0007454	0.05	0	0.16	0.4	0	16.61	0.18	0.2	0.22	7.75	1.52	0.2	0.14	0.07	9.32	0.05	7.19	0.36	0.42	0.55
FEX_0007455	NA	60.11	NA	NA	NA	NA	NA	NA	50	NA	NA	NA	0.2	NA	NA	NA	0	0	NA	0
FEX_0007456	0.04	0.13	0.2	0.34	NA	1.94	0.08	0.3	0.1	0.03	0.1	0.22	0.22	0	NA	0.1	0	0.3	0.32	0.22
FEX_0007457	2.74	0.13	0.26	0.16	0.21	1.54	0.34	0.27	0.33	0.22	0.24	0.34	0.29	1.61	0.06	0.02	0.1	0.16	0.22	0.32
FEX_0007458	0.04	0.09	0	0.13	0	1.03	0.27	0.36	0	0	0.16	1.14	0.83	0.15	0.21	0	0	0	0.2	0.48
FEX_0007459	0.11	0.1	0.06	0	0.12	2.69	0.53	0.47	0.35	0.08	0.25	0.25	0.04	0.13	0.13	0.05	0.02	0.19	0	0.34
FEX_0007460	0.04	0.2	0.22	0.33	0.12	2.42	0.46	0.6	0.33	0.13	0.86	0.27	0.48	0.07	0.01	0.08	0.07	0.14	0.18	0.19
FEX_0007461	0.15	1.22	1.36	0.03	NA	NA	4.84	1.16	0.51	0.26	0.15	0	0.14	18.05	0	0	0	0.15	0.15	0.27
FEX_0007462	0.15	1.62	1.36	0	NA	NA	5.65	1.19	0.54	0.28	0	0	0.2	39.7	0	0	0	0.14	0.09	0.15
FEX_0007463	48.91	100	0	NA	0.32	1.16	1.14	98.72	50	NA	NA	NA	0.33	0	NA	100	NA	24.05	NA	39.15
FEX_0007464	16.47	20.14	0	0.51	0.56	1.41	1.86	42.4	50	0.26	0	0.4	0	0	0.07	28.67	1.34	19.42	0	23.03
FEX_0007465	0.14	0.19	16.84	0.99	0.53	1.55	0.15	5.66	10.09	4.67	0.06	0.43	0.08	0.04	0.05	0.07	0.53	0.19	0	2.12
