cluster 	color	NQ1	NQ2	NQ3	NQ4	NQ5	NQ6	NW1	NW2	NW3	NW4	NW5	NW6	OQ1	OQ3	OQ4	OQ5	OW1	OW4	OW5	OW7
FEX_0012448	 green	0.03	0.46	0.11	0.23	0.22	1.63	2.79	0.42	0.33	0.54	0.66	0.17	2.75	0.17	0	0.03	0.02	1	0.16	0.26
FEX_0012449	 green	0	0	NA	0.18	NA	NA	0.43	0	0	NA	0	NA	0	0	0	0	NA	0	NA	0
FEX_0012450	 purple	0.14	0.2	0.27	0.19	0	2.16	0	0.78	0.1	NA	0.31	22.25	0.04	8.8	0	0	0.05	25	NA	0.37
FEX_0012451	 blue	0.23	0.12	NA	0.08	0.27	2.44	0	0.53	0.25	0.88	1.05	2.43	0	20	NA	0	0.12	0.31	0	0.1
FEX_0012452	 salmon	100	84.86	100	NA	NA	6.98	1.17	0	0	NA	NA	6.99	NA	1.25	NA	5.17	0	0	0.24	0.14
FEX_0012453	 darkgrey	37.76	33.94	50	0	0	2.24	11.02	2.45	16.75	12.68	12.81	8.43	12.1	26.85	0	23.09	22.35	8.37	15.53	4.62
FEX_0012454	 blue	12.87	16.96	25	0.55	0	1.45	13.48	3.15	16.8	12.68	12.81	10.16	12.1	38.23	0	27.56	22.35	13.95	28.63	6.36
FEX_0012455	 green	NA	NA	NA	NA	0.6	0.86	0.28	0	0.22	NA	0	NA	NA	0	NA	0	NA	0	0.23	0
FEX_0012457	 darkolivegreen	0.18	0.09	0.13	0.34	0.25	2.13	0.25	0.25	0.21	0.9	0.55	0.23	0.29	0.06	0.03	0.06	0.12	0.69	0.11	0.3
FEX_0012458	 darkgrey	0.3	0.06	6.3	2.35	0.06	0.53	0.68	0.56	0.71	0	0.53	0.25	0.04	0	0.03	0	0.03	0.15	0.24	0.15
FEX_0012460	 darkolivegreen	0.1	0.07	NA	NA	0.3	2.41	0.06	0.21	NA	0	0.12	0.45	0	0	0.02	0	0.03	0.16	NA	0
FEX_0012461	 darkolivegreen	0.58	0	0.3	0.27	0.77	1.53	0.04	0.28	0.02	0.24	0.24	0.74	0.04	0	0.05	0.1	0.09	0.17	0.28	0
FEX_0012462	 darkolivegreen	0.14	0	0.44	0.3	NA	1.65	0.06	0.34	0.02	0.27	0.2	0.74	0.03	0	0.03	0.14	0.1	0.31	0.18	0
FEX_0012463	 purple	NA	0	0.3	NA	NA	0.85	0	0.05	0.11	0	0.05	0.04	0.06	0	NA	0.16	0.05	0.91	0	0.56
FEX_0012464	 darkolivegreen	NA	NA	0.36	0.18	NA	1.12	0	0.05	0	0	0	0	0.1	0	NA	0.55	0.06	0.32	0	0
FEX_0012466	 salmon	3.54	NA	0	0	NA	1.85	0	0	0.29	0	0	0	0	0	NA	0.11	NA	0	0.17	0.56
FEX_0012467	 blue	0.19	0.1	0	0.43	NA	2.39	0	0	0.13	0.38	0.42	0.51	25.6	18.33	NA	0.21	0.08	0.38	0	0.11
FEX_0012468	 blue	NA	0	NA	0.43	NA	4.01	0	0	0.52	0.24	NA	NA	50	27.5	NA	0	0	NA	0	0
FEX_0012469	 salmon	40	0	1.89	0.37	NA	34.82	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	0.54	0
FEX_0012472	 darkolivegreen	0.23	0.14	0.22	0.19	0.03	0.98	0.17	0.3	0.13	0.15	0.34	0.08	0.29	0.02	0.07	0.19	0.14	0.29	0.13	0.15
FEX_0012473	 grey	0.4	0.16	0.12	0.2	NA	0	0.21	0.49	0	0.21	0.46	0.05	0.12	0.02	0	0.04	0.11	0.2	0	0.29
FEX_0012474	 darkolivegreen	0.19	0.22	0.25	0.51	0	1.32	0.28	0.21	0.1	0	0.22	0.12	0.15	0.03	0.08	0	0.17	0.38	0.19	0.22
FEX_0012475	 green	0.06	0.65	0.04	0.51	0.11	1.83	7.83	0.19	0.15	0.41	0.19	0.12	0.1	0.03	0	0	0.04	3.57	0.16	3.06
FEX_0012477	 green	0.12	1.08	0	0.2	0.19	8.54	25.07	0.42	0.26	1.1	0.2	0	0.12	0	50	NA	0	6.68	0	7.64
FEX_0012478	 darkgrey	0.15	0.32	2.9	0.11	0.32	1.13	0.16	0.18	0.2	0.13	0.11	0.05	0.12	0.17	0.41	0.11	0.05	0.59	0.31	0.77
FEX_0012479	 lightsteelblue1	0	0	0	NA	0	NA	0	0.48	0	0	0.25	0	0.68	0.18	0	0	0	0	0.34	0
FEX_0012482	 mediumpurple3	0	0	NA	0	NA	0	0	NA	0	0	NA	0	0	0	NA	NA	NA	0	1	0.52
FEX_0012484	 magenta	0.01	0.35	0.35	0	0.13	1.11	0.77	0.3	0.27	0	1.56	0.53	0	0	0.05	0.1	0	0.2	0.06	0.22
FEX_0012485	 red	0.38	0.3	0.48	1.75	0.45	1.6	0.22	0.1	0.37	0.13	0.11	0.27	0.16	0	0.05	0.19	0.01	0.27	0.14	0.26
FEX_0012486	 red	0.54	0.46	0	4.83	0	0	0	0.17	NA	0.24	0.51	0	NA	0	NA	0.47	0	0	0.43	0.17
FEX_0012487	 darkolivegreen	0.08	0.44	0	0.06	0	2.58	0.13	0.12	0.3	0	0.23	0.46	0.21	0.05	0.08	0.13	0.05	0.1	0.23	0.19
FEX_0012488	 lightsteelblue1	0.32	NA	0	NA	0	0	0.06	1.68	0	0	0	0	0.02	0.1	0.06	0	0	0	0	0.25
FEX_0012489	 darkolivegreen	0	NA	1.67	0.13	NA	2.49	0.33	0.15	NA	0	0.18	0	0	0.21	0	NA	0	0.72	0	0
FEX_0012490	 darkolivegreen	NA	NA	NA	0.07	0	2.57	0	0	NA	NA	NA	0	0	0	NA	0	0	0	0	0.4
FEX_0012491	 darkolivegreen	0.04	0.15	0	1	0	2.38	0.2	0.1	0.36	0.17	0.08	0.21	0.7	0	NA	0.2	NA	0.07	0.15	0
FEX_0012492	 salmon	2.7	0	0.32	0	0.13	1.36	0.15	0.12	0	0	0.37	1.27	0.34	0.06	NA	NA	0	0.62	0	0
FEX_0012494	 darkolivegreen	NA	0	0	NA	NA	4.55	0	0.11	NA	0	NA	0	0.11	0	0	NA	NA	0.51	NA	0
FEX_0012498	 darkolivegreen	0.59	0.24	0.12	0.25	0.17	1.77	0.13	0.33	0.32	0.33	0.37	0.27	0.18	0.01	0.05	0.2	0.09	0.15	0.27	0.67
FEX_0012499	 darkolivegreen	0.59	0.24	0.12	0.25	0.17	1.77	0.13	0.33	0.32	0.33	0.37	0.27	0.18	0.01	0.05	0.2	0.09	0.15	0.27	0.67
FEX_0012500	 lightsteelblue1	0.16	0.14	0.18	0.37	0.24	1.92	0.14	6.9	7.15	0.1	0.22	0.18	0.07	1.1	0.08	0.05	1.63	0.21	0.2	0.28
FEX_0012501	 lightsteelblue1	0.13	0.26	0.12	0.18	0.07	1.56	0.34	3.56	4.47	1.48	0.29	0.2	0.1	0.83	0.34	0.07	1.43	0.25	0.18	0.45
FEX_0012502	 red	0.06	0.4	0.06	15.8	0.45	1.62	0.5	0.42	0.12	0	0	0.12	0.02	0	0	0	0	0.11	1.05	0.28
FEX_0012503	 darkolivegreen	15.34	1.27	0	0.37	0	99.53	0	0.19	50.16	0.04	0.48	50	33.38	0	NA	0.08	0.14	0.08	33.07	0.05
FEX_0012504	 darkolivegreen	0.33	0.16	0.35	1.28	0.31	1.91	0.21	0.29	0.29	0.34	0.33	0.5	0.24	0.56	0.09	0.04	2.03	0.35	0.52	0.4
FEX_0012506	 grey	38.01	33.33	28.57	33.13	0	25.89	58.57	22.13	0.14	0.24	56.66	33.53	62.08	16.18	0	0	NA	33.33	21.24	44.57
FEX_0012507	 mediumpurple3	1.65	0	0.39	NA	0.31	1.45	0.61	0.21	0	NA	NA	0	0.51	0.98	0.08	0	0	0	0	1.49
FEX_0012508	 midnightblue	66.48	NA	NA	98.69	NA	99.22	100	86.01	NA	66.67	NA	39.75	100	NA	NA	0	NA	100	NA	99.68
FEX_0012509	 magenta	66.48	NA	NA	98.69	NA	99.22	100	43	NA	66.67	0.61	98.89	100	NA	NA	0	NA	40.62	NA	99.68
FEX_0012510	 darkolivegreen	0.26	0.19	0.15	1.05	0.13	2.3	0.07	0.19	0.09	0.32	0.16	0.35	0.16	0.05	0	0.02	0.06	0.29	0.32	1.47
FEX_0012511	 darkolivegreen	0.34	NA	0	0	NA	4.17	0.04	0.15	0	0.48	0.46	0	0.23	0	NA	NA	0.64	0.24	0.16	0.11
FEX_0012513	 salmon	7.13	0.24	6.6	0.29	0	1.24	0.26	0.24	0.16	0.08	0.38	0.05	2.11	0.03	0.04	0.15	0.13	0.16	0.22	0.15
FEX_0012514	 green	0	NA	0.08	NA	0	0	0.57	0	NA	NA	0	NA	0	0.3	NA	NA	0	0	NA	0.05
FEX_0012515	 darkmagenta	0.08	9.4	1.04	0.15	20.04	0	0.08	0.14	7.54	28.36	0.4	16.76	0.32	0.06	0	18.21	0.1	8.54	0.18	11.76
FEX_0012516	 mediumpurple3	0.08	9.4	1.04	0.15	20.04	0	0.08	0.16	7.54	16.42	0.4	16.76	0.32	0.06	0	18.21	0.1	0.22	0.18	11.76
FEX_0012517	 mediumpurple3	0.16	3.65	0.43	1.48	10.07	1.15	0.19	0.3	3.9	7.78	0.3	8.87	0.18	0.04	0	9.54	0.08	0.35	0.14	5.37
FEX_0012518	 red	0.17	0.23	0.46	1.54	0.1	0.39	0.13	0.23	0.34	0	0.43	0.17	0.18	0.04	NA	0.03	0.08	0.44	0.18	0.15
FEX_0012519	 darkolivegreen	0.02	0.11	0.34	0.36	0.22	1.28	0.23	0.27	0.39	0.11	0.3	0.17	0.06	0.1	0.03	0.12	0.13	0.23	0.26	0.25
FEX_0012520	 darkolivegreen	0.14	0.08	0.16	1.35	0	2.37	0.32	0.52	0.35	0.65	0.02	0.27	0.19	0.06	NA	0	NA	0.12	0	0.03
FEX_0012521	 darkgreen	0.11	0.17	0.15	0.87	4.55	1.32	0.35	0.98	0.04	0.07	0.48	0.3	0.25	0.18	0.1	0.11	0.03	0.16	0.12	0.35
FEX_0012522	 darkolivegreen	0.17	0.08	NA	0	NA	NA	0.05	9.56	25	NA	0.11	0.23	14.52	0.02	NA	0	0	0	0	0.54
FEX_0012523	 tan	0.11	0.12	4.69	12.12	9.08	13.73	10.94	16.58	40.22	0.44	15.03	28.57	18.23	0	NA	0	0.08	10.35	0.08	21.72
FEX_0012524	 tan	0	NA	0	3.75	NA	3.68	1.39	0	100	0.65	25.27	NA	19.87	0	NA	NA	0.12	10.58	0.11	16.02
FEX_0012525	 darkolivegreen	0.25	0.09	0.06	0	0.06	NA	0.08	0.31	0.17	0	NA	0.3	0.02	0.06	NA	0	0.06	NA	0	0.52
FEX_0012526	 darkolivegreen	0.25	0.09	0.06	0	0.06	NA	0.08	0.31	0.17	0	NA	0.3	0.02	0.06	NA	0	0.06	NA	0	0.52
FEX_0012527	 black	0.12	0	0.62	0	0	1.8	0.15	0.15	0.14	NA	0.19	1.14	0.01	0.12	NA	0.17	0.2	0.37	0.42	0
FEX_0012528	 black	0.12	0	0.62	0	0	1.8	0.15	0.15	0.14	NA	0.19	1.14	0.01	0.12	NA	0.17	0.2	0.37	0.42	0
FEX_0012531	 mediumpurple3	0	0	NA	0	NA	NA	0.28	0.48	0.38	NA	0.58	0	0.08	0	0.23	NA	0.02	0	NA	0.54
FEX_0012532	 mediumpurple3	NA	NA	100	98.81	NA	3.29	5.88	50	25.32	0	NA	0.27	1.05	33.33	0.08	33.33	0	0	NA	47.04
FEX_0012533	 mediumpurple3	NA	NA	100	98.81	NA	3.29	5.88	50	25.32	0	NA	0.27	1.05	33.33	0.08	33.33	NA	0	NA	47.04
FEX_0012534	 darkolivegreen	0	0.47	0.42	0	0	2.57	0.14	0.1	0.3	0.24	0.83	0.05	0.25	0	NA	0.12	0.1	0	0.26	0.06
FEX_0012535	 green	NA	0	NA	0	NA	2.23	0.83	0	0	NA	0	NA	NA	0	NA	NA	0.19	0	NA	0
FEX_0012536	 darkolivegreen	3.48	0.32	2.2	4.25	0.2	4.19	0.11	1.8	0.97	0.13	0.31	1.69	0.16	0.6	0.05	0.14	0.08	0.2	0	0.32
FEX_0012538	 darkolivegreen	3.6	0.35	2.64	4.25	0.2	4.18	0.12	2.14	1.24	0.1	0.42	1.79	0.14	0.62	0.05	0.14	0.08	0.21	0	0.34
FEX_0012539	 darkolivegreen	0	0.17	44.53	27.23	NA	77.87	0	48.72	0.4	0	0.13	NA	0.24	0	NA	0	0	0	0	0
FEX_0012541	 darkolivegreen	0.17	0.24	0.13	0.05	0.15	2.4	0.12	0.66	0.08	0.37	0.58	0.11	0.11	0.32	0	0.06	0.07	0.37	0.32	1.76
FEX_0012542	 lightsteelblue1	0.21	0	0.71	0	NA	4.62	0	17.09	0	0	25.13	0	25.04	0	NA	0	NA	0.19	0.06	8.42
FEX_0012543	 purple	0.02	0.26	9.25	0.19	NA	2.89	0	0.55	10.47	0.29	0.38	0	0.72	0.22	0.19	0.18	0	13.07	0.3	12.45
FEX_0012545	 purple	0.02	0.3	9.25	0.19	NA	2.89	0	0.66	0.37	0	0	0	0.72	0.33	0.19	0.18	0	13.07	0.36	13.11
FEX_0012546	 purple	0.04	0.42	14.54	0.19	NA	2.76	0	0.73	0.37	0	0	0	0.81	0	0.26	0.18	0	13.07	0.36	17.79
FEX_0012548	 darkgrey	100	NA	100	NA	NA	1.69	0	0	NA	0	0	0	NA	NA	NA	0.12	NA	100	NA	50
FEX_0012549	 darkolivegreen	0.95	1.35	1.37	0.56	0.33	3.25	0.17	1.33	3.39	0.75	1.89	1.15	0.93	0.67	0.04	0.07	1.11	1.78	0.19	0.62
FEX_0012550	 black	0.04	0.45	0.15	0	2.54	1.47	0	0.07	30.13	NA	25	25	10.38	0	0	0.27	0.06	0.25	0.28	0.24
FEX_0012551	 darkolivegreen	0	0.15	0.06	0.88	0.13	1	0	0.4	0.23	0.2	NA	0	0.39	0.03	0	0.03	0.02	0.33	0	0.83
FEX_0012552	 salmon	10	0.15	0.14	NA	0	0.94	0.63	1.51	0	0	0	0.47	0	0	33.33	0.62	7.31	0	0.35	0.35
FEX_0012553	 darkolivegreen	0.33	0.13	0	NA	0.24	4.76	0.1	0.2	0.13	0	0	0.57	0	0.65	0	0	0	0.38	0.28	0
FEX_0012554	 darkolivegreen	0.19	1.4	1.11	0.29	0.1	4.1	0.17	0.23	0.05	0.4	0.11	0	0.17	0.2	0.03	0.05	0	0.19	0.06	0
FEX_0012556	 darkolivegreen	0	0	NA	NA	NA	1.88	0	0	0.72	NA	NA	0	0.35	0	0.16	0.09	0	0	0.52	0
FEX_0012559	 magenta	0.02	0	0.15	0	0	0	0.06	0.25	0.09	0.36	19.75	0	0.08	0	NA	14.82	0.27	0.72	0	0.76
FEX_0012565	 darkolivegreen	0.22	0	0.16	0.23	NA	2.53	0.06	0.17	0	0	0.11	0.88	0	0	NA	NA	NA	0	0.42	0.19
FEX_0012566	 darkolivegreen	0.22	0	0.16	0.23	NA	2.53	0.06	0.17	0	0	0.11	0.88	0	0	NA	NA	NA	0	0.42	0.19
FEX_0012578	 darkolivegreen	0.04	0.04	0.13	0.12	0.62	2.8	0.33	0.26	0.17	0.31	0.3	0.65	0.23	0.3	0.04	0.05	0.07	0.26	0.19	1.94
FEX_0012580	 black	0	0.09	0	0.11	0.29	1.12	0.29	0.07	0	0	0	1.04	0	0	0	0	NA	NA	0	0.16
FEX_0012582	 lightsteelblue1	0.08	0	100	39.43	NA	3.72	0	66.75	0.45	0	NA	1.77	0.58	12.5	0	0.02	0	0	0	0
FEX_0012583	 red	0.03	NA	0.09	15	0.2	4.26	0	1.42	NA	0.27	0.62	0	0	0	0	0	0	0.16	0	0
FEX_0012584	 darkolivegreen	0.11	0.45	0	0	NA	1.92	0.88	0.22	NA	0	0.08	0	0	0	0.1	0	0	0.22	0	0.53
FEX_0012585	 darkolivegreen	0.38	0.21	0.1	0.37	0.09	1.57	0.31	0.11	0.76	0.22	1.35	0.52	0.15	0.11	0.11	0.08	0.06	0.18	0.24	0.5
FEX_0012586	 grey	28.87	0.68	0	NA	NA	1.33	78.55	13.81	NA	0	0	50	38.32	66.67	66.67	NA	50.04	100	100	22.95
FEX_0012587	 grey	28.87	0.68	0	NA	NA	NA	78.55	13.81	NA	0	0	50	38.32	66.67	66.67	NA	50.04	100	100	22.95
FEX_0012588	 darkolivegreen	0	0	0	0.13	NA	1.81	0.06	20	0	0	16.88	0	0	33.33	NA	0	25	0.22	1.04	0.43
FEX_0012589	 darkred	0	0.09	0.46	0.05	0.22	1.07	0.15	0.17	0.62	0.21	0.1	0.26	0.13	0	NA	0	0.18	0.44	3.11	0.1
FEX_0012590	 green	0.06	0.1	0.28	9.98	1.32	6.24	19.17	10.49	6.9	11.3	0.07	0.22	0.12	0	0	5.56	0.13	9.32	0.5	4.07
FEX_0012593	 green	0	0.07	NA	0	0.31	NA	14.94	0.2	0	0	0	0	7.21	NA	12.61	0.25	0.57	0.06	0.18	0.47
FEX_0012594	 lightsteelblue1	0	0.32	0.09	NA	50	NA	0	33.58	0.27	0.18	0.16	0	2.6	0	0.07	0	0.04	3.38	40.23	0.59
FEX_0012596	 salmon	50	0.3	0	0.41	NA	NA	0	0	0	0	0	0.43	0	0	NA	NA	NA	0.35	0.36	0
FEX_0012597	 salmon	50	0.3	0	0.41	NA	NA	0	0	0	0	0	0.43	0	0	NA	NA	NA	0.35	0.36	0
FEX_0012598	 grey	0	0.69	0.07	0	NA	0.41	0.38	0.76	0.36	0	0.58	0.3	0.4	0	0.07	NA	0	0	0	0.54
FEX_0012599	 purple	0	0.25	0	NA	NA	NA	0	0.3	0	NA	0	0	0	0	0.19	0.06	NA	0.93	0.13	1
FEX_0012604	 blue	0	NA	0	NA	NA	0.81	0	0.21	NA	0.99	0	NA	0.27	1.14	0	0	0	0.41	NA	0
FEX_0012605	 brown	0	0	0	NA	0.19	NA	0	0	0.14	0	0.21	0.54	32.79	0	0	0.1	0	0	0.45	0.14
FEX_0012606	 blue	0.08	0.22	0.28	0	0.16	0.82	0.11	0.4	0.27	0.27	0.39	0.1	0.26	3.38	0.05	0.08	0.34	0.14	0.6	0.23
FEX_0012607	 blue	0	0	0.26	0	NA	0	0.11	0	0.64	0	0.48	0	0.28	7.14	0	0.18	0.05	0.23	0	0.18
FEX_0012610	 purple	0.01	0.09	0	0.32	0	1.88	0.08	0.44	0.1	0.45	0.36	0.9	0.08	0.26	0.07	0.36	0	3.67	0	0.07
FEX_0012611	 purple	0.01	0.09	0	0.32	0	1.88	0.08	0.44	0.1	0.45	0.36	0.9	0.08	0.26	0.07	0.36	0	3.67	0	0.07
FEX_0012612	 darkolivegreen	0.23	0.02	0.13	0	0.06	2.8	0.24	0.46	0.16	0.25	0.49	0.3	0.04	0	0	0.13	0	0.08	0.59	0.41
FEX_0012615	 mediumpurple3	NA	0.1	0.39	NA	0.85	1.29	0	0.65	0.08	0	0.58	0.12	0	0	0	0	0	0	0	0.95
FEX_0012616	 blue	0.05	1.07	0.44	0.35	0	1.74	0.13	0.33	0.36	0	0.34	0.08	0.13	3.73	0.03	0.06	0.06	0.15	0.09	3.89
FEX_0012618	 red	0.36	0	0.54	8.45	0	1.81	0.27	0.34	0.19	0.16	0.43	0.05	0	0	NA	0.17	0	0.09	0.24	0.4
FEX_0012620	 darkolivegreen	NA	0	NA	NA	NA	37.5	0	0.58	0.88	NA	0.93	0	NA	0	0	0	0	NA	NA	0.18
FEX_0012622	 lightsteelblue1	0	0.29	0	0.1	NA	0.38	0.21	0.85	0.53	0.29	0.44	0.06	0.1	0	0.13	0.17	0	0	NA	0.07
FEX_0012623	 green	0.1	0.21	0.09	0.16	0.38	1.05	2.37	0.5	0.34	0.46	0.25	0.43	0.12	0.01	0.06	0.1	0.04	0.08	0.14	0.08
FEX_0012624	 midnightblue	0	NA	0	0.23	NA	NA	0	0.19	0.11	0.16	NA	NA	0	0	0	0.56	0.23	0	NA	0
FEX_0012625	 green	0	0.28	0.23	0	NA	NA	0.83	0.22	0	0	NA	0	0.5	0	0	0.4	0.08	0.27	0	0.27
FEX_0012629	 mediumpurple3	0	0	0	0.12	NA	NA	0	0	0.34	NA	1.12	0.16	0.03	0	0	NA	0.04	0	NA	3.33
FEX_0012636	 green	0.06	0.14	0.4	0	NA	0.22	2.88	0	0.04	0	0.54	0.28	0	0.32	0.05	NA	0	0.14	0	0.26
FEX_0012637	 green	0.06	0.14	0.4	0	NA	0.22	2.88	0	0.04	0	0.54	0.28	0	0.32	0.05	NA	0	0.14	0	0.26
FEX_0012641	 red	0	0	0	2.06	NA	2.04	0.64	0.13	0.42	NA	0.29	0.23	0.13	0.07	NA	0	0	0	NA	0.06
FEX_0012643	 darkolivegreen	0	0	0	1.04	0	1.26	0.23	0.52	0.23	0	0	0.56	1.12	0.35	NA	NA	NA	0	0.93	0.66
FEX_0012644	 green	0.03	0.3	2.84	0.15	0.08	1.78	7.9	0.11	0.11	0.48	0.48	0.76	0.1	0.01	0.07	0.13	0.27	0.11	0	0.1
FEX_0012645	 grey	44.44	25.27	50	8.02	0	4.12	25	30	0.24	0.3	0	10.93	28.52	38.96	NA	40.09	16.69	19.09	0	52.35
FEX_0012646	 black	0.02	0.09	0.15	1.4	0	1.73	0	0.2	0.28	0.28	0.4	7.24	0.16	0.29	NA	0	0.22	0.23	0.12	0.48
FEX_0012648	 darkolivegreen	33.77	0	0	49.45	0	100	0.26	15.84	23.1	0	0.18	0	67	3.07	NA	0	0.03	20	40.17	28.24
FEX_0012649	 darkolivegreen	0.24	0.16	0	0.91	NA	1.92	0.37	2.34	0.24	0.16	0	0.16	0	0	0.12	0.68	0.06	0	0.18	0.02
FEX_0012650	 darkolivegreen	0.05	0.15	0.38	1.41	0.64	1.52	0.18	0.21	0.3	0.12	0	0.27	0.6	0.05	3.21	0.07	0.59	0.2	0.22	0.14
FEX_0012651	 red	0.08	0.17	0.55	4.43	2.63	0.85	0.07	0.16	0.56	0.27	0	0.57	0.9	0.04	9.63	0.08	0.91	0.03	1	0.04
FEX_0012652	 magenta	0.06	0.22	1.05	NA	0.28	1.15	7.78	25	0.47	0.06	48.82	0	0.38	0	0	0.04	0.01	16.67	0	9.57
FEX_0012653	 mediumpurple3	0.14	0.22	1.05	NA	NA	1.04	0.11	0	0.8	0.34	48.82	0	0.49	0	0	0.04	0.03	0	NA	16.82
FEX_0012654	 green	0.5	0.33	0.88	0.27	NA	NA	2.27	0.33	NA	0	0	NA	0.07	0.08	NA	NA	0	0.07	0.18	0.32
FEX_0012656	 black	98.96	0	3.98	0	NA	1.56	0	0	1.18	0	0	96.92	0.45	0	NA	NA	NA	0.72	0.31	0
