cluster 	color	NQ1	NQ2	NQ3	NQ4	NQ5	NQ6	NW1	NW2	NW3	NW4	NW5	NW6	OQ1	OQ3	OQ4	OQ5	OW1	OW4	OW5	OW7
FEX_0000521	 darkolivegreen	0	NA	NA	0.21	0	1.36	0.43	0.18	0	NA	0.38	NA	0.25	0	NA	0.14	0	0	NA	0.19
FEX_0000526	 darkolivegreen	0.06	0.24	0.63	0.07	NA	2.12	0	0	0	0	0	0.19	0	0.08	0	0.08	0.14	0.06	0	0
FEX_0000528	 darkolivegreen	0	0	1.04	0	0.09	6.06	1.28	0.16	0.78	0.13	0.15	0.11	0	0.25	0	0.17	0	0	0.06	0.26
FEX_0000532	 purple	0	0.25	0	0	NA	0	0	0.32	0.16	0	NA	NA	0	0	NA	0.56	NA	0.87	NA	NA
FEX_0000533	 brown	0.3	0	0	0.37	NA	NA	NA	0	0	0	0	0	0.08	NA	NA	NA	NA	0	NA	NA
FEX_0000534	 darkolivegreen	0.11	0.07	0.64	0.38	0.27	1.78	0.21	0.44	0.22	0.21	0.69	0.15	0.42	0.05	0.12	0.06	0.05	0.22	0.18	0.31
FEX_0000535	 darkolivegreen	0.03	0.07	1.02	0.18	NA	1.05	0.23	0.48	0.11	0.27	0.15	0.1	0.36	0.1	0.11	0.06	0	0.19	0.28	0.17
FEX_0000536	 red	0.11	0	0.4	5	0.19	2.49	0.25	0	0	NA	0.15	0.56	0.32	0	NA	0	NA	0.39	0.15	0.36
FEX_0000537	 darkolivegreen	0.28	0.08	0.16	0.08	0.31	2.97	0.21	0.66	0.4	0.14	2.3	0.09	0.63	0.03	0.18	0.09	0	0.15	0	0.44
FEX_0000538	 brown	0	2.38	0.1	0.08	0.58	1.5	0.16	0.06	0.58	0	0.07	0.34	3.85	0	0.03	0.38	0.03	0.11	0	0.46
FEX_0000539	 darkolivegreen	0.01	0.29	0.23	0	NA	2.48	0.25	0.16	0	0.1	0.08	0	0.05	0	0.11	0	0	0	0.06	0.38
FEX_0000540	 red	1.22	0.04	0.17	3.66	8.34	2.16	0.52	0.3	0.14	8.89	0.06	0.38	0.1	0.1	0.06	0.1	0.1	0.24	0.11	0.12
FEX_0000541	 darkolivegreen	0	NA	NA	NA	NA	NA	0	0.34	NA	0	NA	0	0.42	0	0.14	0.16	0.15	0.4	NA	0
FEX_0000543	 black	20	50	0	NA	NA	51.47	0	0	0.22	0	NA	100	33.25	66.67	66.59	NA	99.94	0	51.28	14.58
FEX_0000544	 midnightblue	0	0	0.12	0	0.04	1.7	0.34	0.6	0.45	0.31	0.17	0.13	0.2	1.09	25.02	19.94	0.08	0.18	0.23	0.18
FEX_0000547	 sienna3	8	0	0	NA	49.49	3.05	33.33	0	100	0.6	NA	45	40.25	0	NA	33.33	NA	50	0	16.23
FEX_0000557	 darkolivegreen	0	0	0	NA	NA	3.48	0	0	NA	NA	0	0	0	NA	NA	NA	0	0	0.54	0
FEX_0000561	 lightsteelblue1	0.08	0.1	0.71	0.19	NA	1.85	0.34	7.89	0	0.47	0.72	NA	0.13	0	NA	0	0	0	NA	0.53
FEX_0000564	 darkolivegreen	0.09	0.32	0.15	0.21	0.1	2.41	0.16	1.18	0.21	0.85	0.21	0.54	0.21	0	0.03	0.02	0.06	0.31	0.15	1.24
FEX_0000565	 darkolivegreen	0	NA	NA	0.36	NA	2.78	0.17	0.23	0.34	NA	0	0.23	0.24	0	NA	0	0.2	0.69	0	0.13
FEX_0000576	 darkolivegreen	0	0.4	0.46	0	NA	2.23	0.2	0.23	0.04	0	0	0	0.23	0	0.24	0.17	0.2	NA	0.1	0.16
FEX_0000579	 darkolivegreen	0	0	NA	NA	NA	1.75	NA	0.63	0.5	NA	NA	1.33	0.05	1.15	NA	0.08	0	0	0	0.16
FEX_0000583	 mediumpurple3	0.5	0.28	0.34	0	0.2	NA	0	0.21	0.18	0.66	0.57	0.4	0.06	0.08	0	0.16	0	0.4	NA	1.12
FEX_0000584	 red	0	0.15	0.22	1.7	NA	NA	0	0	NA	0	0	NA	0.26	0	NA	NA	NA	NA	0	0
FEX_0000585	 darkolivegreen	0.24	NA	NA	0.06	NA	0.72	0.23	0.31	NA	0.14	NA	0.29	0.37	0.1	NA	0.29	0.06	NA	0.21	0.24
FEX_0000586	 darkolivegreen	0.24	NA	NA	0.06	NA	0.72	0.23	0.31	NA	0.14	NA	0.29	0.37	0.1	NA	0.29	0.06	NA	0.21	0.24
FEX_0000587	 black	0.01	0.13	0.16	0	0.12	1.28	0.09	0	0.23	0.24	0.23	1.14	0.25	0	NA	0	0	0.25	0.19	0.09
FEX_0000588	 darkred	0.38	0.12	0.46	0	0.13	NA	0.16	0.04	0	0.25	0.03	0.24	0.08	0	0.12	0.17	0	0.13	2.33	0.34
FEX_0000589	 darkred	0.38	0.12	0.46	0	0.13	NA	0.16	0.04	0	0.25	0.03	0.24	0.08	0	0.12	0.17	0	0.13	2.33	0.34
FEX_0000590	 grey	NA	NA	0	0	0.19	0	0.19	0.18	0.17	0.22	0	0.13	0.34	0	NA	0.23	NA	0.05	0.32	0.45
FEX_0000591	 grey	NA	NA	0	0	0.19	0	0.19	0.18	0.17	0.22	0	0.13	0.34	0	NA	0.23	NA	0.05	0.32	0.45
FEX_0000592	 darkolivegreen	0.48	NA	0.74	NA	0.13	1.44	0.11	0.32	NA	0.47	0.48	0.32	0.74	0	0.24	0.12	0.09	0.16	0.15	0.3
FEX_0000593	 darkolivegreen	0.48	NA	0.74	NA	0.13	1.44	0.11	0.32	NA	0.47	0.48	0.32	0.74	0	0.24	0.12	0.09	0.16	0.15	0.3
FEX_0000594	 black	NA	NA	NA	0.72	NA	NA	0.13	0.5	0.16	0.22	0.85	2.08	0.33	0.36	NA	0.1	NA	NA	NA	0.35
FEX_0000596	 darkolivegreen	0.07	NA	0.46	0	NA	NA	0	0.34	NA	0	0	NA	0.13	0.28	0.06	0	0.05	0.48	0	0
FEX_0000599	 purple	0	0.65	NA	NA	0	NA	0	0	1.09	0.22	NA	0	NA	NA	0.11	NA	0	2.08	NA	0
FEX_0000600	 blue	0.14	NA	NA	0	1.21	NA	0.14	0.87	0.23	NA	0.65	0	0	1.78	0.22	NA	0.48	0	0.23	0
FEX_0000601	 green	0	0	0.29	0.23	NA	NA	5.55	0.09	0.58	0	0	0	0	0	NA	0	0	0	0.14	0.1
FEX_0000603	 darkolivegreen	0.06	0.14	0.39	0.26	0.24	1.52	0.24	0.31	0.44	0.05	0.46	0.16	0.24	0.04	0.09	0.09	0.79	0.27	0.16	0.22
FEX_0000604	 darkolivegreen	0.08	0.18	0.48	0.39	0.35	1.06	0.46	0.57	0.12	0	0.06	0.24	0.28	0	0.12	0.03	0.01	0.09	0.15	0.56
FEX_0000605	 green	0.05	0	0.15	0	0	0.54	1.18	0.03	0.24	0	0.33	0	0.08	0	0.16	0.07	0.01	0.22	0	0
FEX_0000609	 green	0.14	0.17	0	0.17	NA	2.53	4.07	0.2	0.18	0.03	0.58	0.64	3.4	0.78	0	0.04	0	0.3	0.17	0.39
FEX_0000610	 blue	0	33.33	0	50	0	0.64	8.23	16.08	21.7	28.11	0	0	23.43	100	0	50	0.1	0.04	0.29	14.47
FEX_0000612	 darkolivegreen	0	NA	NA	100	NA	NA	0.31	33.62	100	96.77	NA	0	NA	NA	0	50	0.1	0.22	NA	25.57
FEX_0000613	 brown	8.7	12.67	0.08	2.56	0.17	4.15	0.23	14.56	20.25	9.15	0.17	0	18.46	16.68	NA	0.3	0.16	6.96	0.08	1.88
FEX_0000614	 red	0.4	0.22	0.2	48.38	0.06	NA	1.56	0	0.39	0	0.26	0	0	0	0.16	0.13	0.05	0.13	NA	0.98
FEX_0000615	 mediumpurple3	0	0.22	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0	0	0.16	0	0.05	0	NA	2.94
FEX_0000616	 grey	0.26	0.1	0.43	0.91	0.09	6.52	0	0.15	0.48	0	0.51	0.07	0.44	7.54	0.1	0.16	0.01	8.67	0	7.57
FEX_0000617	 darkolivegreen	15.64	0.33	0.56	0	0	78.26	0	0.23	1.09	40	1.07	4.66	0.63	15.26	0.06	0.2	NA	30.29	0.23	26.7
FEX_0000618	 darkolivegreen	0.53	0.13	0.39	0.26	0.17	1.34	0.31	0.28	0.28	0.32	0.61	0.31	0.76	0.43	0.07	0.1	0.03	0.31	0.29	0.39
FEX_0000620	 darkolivegreen	0.51	0.99	1.22	1.12	0.25	1.94	0.16	0.44	1.05	1.33	0.31	1.71	0.18	1.02	0.06	1.44	0.65	0.94	0.32	0.32
FEX_0000621	 black	0.11	0	0	0.12	0.36	5.66	0.23	0.29	0.22	0.54	0.08	19.83	0.2	0.2	0.05	0.01	0.14	0.09	0.24	0.29
FEX_0000622	 black	0.4	0.16	NA	NA	NA	1.05	0.18	0	0.42	0	0.3	1.18	0.09	0	NA	NA	0	0	0	0
FEX_0000623	 darkolivegreen	0	0.44	0.07	0	NA	2.11	0.12	0.23	0.5	NA	NA	0.26	0	0.09	NA	0	NA	0.48	0.4	0
FEX_0000624	 darkmagenta	0.53	6.29	4.87	0.5	0.16	1.7	0.12	0.25	5.33	20.32	0.26	8.21	0.34	5.71	0.04	10.02	5.65	5.37	0.24	1.68
FEX_0000625	 darkolivegreen	0	0	0	0.3	0.47	2.8	0	NA	0.06	0	0.26	0.53	0	0	0.17	0	0	1.14	0.54	0.25
FEX_0000628	 darkolivegreen	NA	NA	0	NA	0	2.04	0.17	0.12	0	1.34	0.32	0	0	0	0	NA	NA	NA	0	1.35
FEX_0000629	 darkolivegreen	0	0.09	0	0	NA	1.25	0	0.28	NA	0.33	0.56	NA	NA	0.19	0	NA	0	0.14	NA	0
FEX_0000631	 darkolivegreen	0.43	0	0.32	NA	0	2.7	0	0	0	0.52	0.11	0	0	0	NA	NA	NA	0	NA	0
FEX_0000633	 darkolivegreen	0.43	0	0.32	NA	0	2.7	0	0	0	0.52	0.11	0	0	0	NA	NA	NA	0	NA	0
FEX_0000634	 darkmagenta	0	NA	NA	NA	NA	NA	NA	0.26	0.52	1.62	0.21	0.36	0.09	0.56	0.15	NA	0	NA	0	NA
FEX_0000635	 darkmagenta	0	NA	NA	NA	NA	NA	NA	0.26	0.52	1.62	0.21	0.36	0.09	0.56	0.15	NA	0	NA	0	NA
FEX_0000636	 darkolivegreen	0	NA	0	0	0.32	4.65	0	2.38	0	NA	0.54	0.4	0	0	NA	NA	NA	NA	0	0
FEX_0000639	 darkolivegreen	0.5	NA	NA	0.89	0	1.92	0.35	0.22	0	NA	NA	0.67	0	0	0	NA	NA	NA	NA	1.09
FEX_0000640	 darkgrey	0.14	0	50	0.44	49.7	1.68	0.06	0	0	NA	NA	8.03	10.76	17.24	0	0	60.05	0.18	NA	0.84
FEX_0000641	 darkolivegreen	0.1	0.11	0.07	0	0.12	3.34	0.39	0.26	0.54	0.2	NA	0	0.09	0	0	0	0.03	0.03	0	0.14
FEX_0000642	 darkolivegreen	0	0.34	0	0	NA	5.35	NA	0	0.5	0	NA	0	0	0	NA	0	0	0	0	0.25
FEX_0000643	 darkolivegreen	0.26	0.18	0.32	0	0.51	2.69	0.17	0.73	0.18	0.26	0.26	0.16	0.05	0.03	0	0.02	0.03	0.07	0.08	0.16
FEX_0000644	 darkolivegreen	0.02	0.09	0.16	0.37	0.1	1.47	0.06	0.26	0.23	0	0.52	0.15	0.37	0.12	0	0	0.13	0.42	NA	0.16
FEX_0000646	 darkolivegreen	0	0	NA	0	NA	2.25	0.17	0.2	NA	0	0.32	0.42	0.4	0	0	0	NA	0.32	NA	0.1
FEX_0000647	 darkolivegreen	0	0.33	0.68	1.9	NA	3.12	0	0.49	NA	0	1.08	0	0	0	NA	0.05	0.14	0.28	0	0.27
FEX_0000648	 mediumpurple3	0.07	0	0.12	NA	0.13	2.21	0	0	0.16	NA	NA	0	0.31	0	0	0.12	0.12	0	0	10.18
FEX_0000649	 skyblue	0.12	0.05	0	0	NA	0.68	0.46	0.19	0.13	NA	1.14	0.06	0.13	0.09	0	0.13	7.77	0	0.14	0.17
FEX_0000650	 skyblue	0.12	0.05	0	0	NA	0.68	0.54	0.19	0.13	NA	1.14	0.06	0.13	0.09	0	0.13	7.77	0	0.14	0.17
FEX_0000651	 purple	NA	0	NA	0	0	0.48	0	0	0	NA	0	0.54	0	0.54	NA	NA	NA	1.69	0.64	0
FEX_0000652	 purple	NA	0	NA	0	0	0.48	0	0	NA	NA	0	0.65	0	0.54	NA	NA	NA	1.69	0.64	0
FEX_0000653	 red	0.12	0.47	0	5.13	0	0.56	0.15	0.23	0.17	0.4	0.57	0.26	0.13	0.21	0.04	0.03	0.52	0.29	0.17	0.4
FEX_0000655	 purple	0	0.03	0.15	0	0.21	2	0	0.1	0.08	0.22	0	0.28	0.11	0	NA	0	0	2.02	0	0
FEX_0000656	 darkolivegreen	0.28	0	NA	NA	0.87	NA	0.66	0.71	0.2	0.18	0.76	0	0	0	NA	NA	0	0	0	0
FEX_0000657	 darkolivegreen	NA	0	NA	0	0.87	NA	0	0.59	0.2	0.78	0.6	0.22	0	0	NA	NA	0	0	1.31	0
FEX_0000659	 blue	0	NA	NA	NA	NA	1.41	0	0.3	0.12	NA	0	0.54	0.28	8.97	0.09	0.2	0.16	0.33	0.28	0
FEX_0000660	 brown	0.05	0.29	0.5	1.19	NA	0.4	0	0.67	0	0	NA	NA	2.01	0	NA	NA	NA	0	0.1	0.42
FEX_0000662	 darkolivegreen	0.2	0	0.66	0	NA	1.74	0.16	0.3	0	NA	0	0	0	0	0.15	0	0	0.25	NA	0
FEX_0000663	 darkolivegreen	0.2	0	0.66	0	NA	1.74	0.16	0.3	0	NA	0	0	0	0	0.15	0	0	0.25	NA	0
FEX_0000683	 salmon	25.02	0.09	0	0.07	0	2.33	8.94	7.8	0.63	0.4	0	0.7	10.22	0	NA	0	0	0.68	0	6.23
FEX_0000684	 darkolivegreen	0.07	0.09	50	0.07	0	2.33	0	66.67	0.36	0.5	33.33	NA	50.28	0	100	0	NA	0.62	0	0.61
FEX_0000689	 blue	0.06	0	0	0.52	0.13	1.3	0	0.24	0.16	0	0	0.34	0.01	1.85	0.04	0.03	0	0.08	0.27	0.2
FEX_0000690	 black	0	NA	NA	0.55	0	0	0	0	NA	NA	NA	0.43	0	0	NA	NA	0	0	0.41	0
FEX_0000695	 black	0.16	0.09	0.18	1.47	0.22	1.39	0.08	0	0.22	0	0.35	4.08	0.28	0.02	0.17	0.23	0.17	0.08	NA	0.33
FEX_0000700	 grey	0.29	0.5	0.24	0	0.48	0.27	0.48	0.4	0.25	0.11	0.17	0.44	0.2	0.07	0	0.02	0.08	0.27	0.41	0.17
FEX_0000702	 black	0	0.6	NA	0	NA	1.52	0	0.44	0.11	0.53	0.13	2.78	0	0	0	NA	NA	0.77	0	0.34
FEX_0000703	 black	0	0.6	NA	0	NA	1.52	0	0.44	0.11	0.53	0.13	2.78	0	0	0	NA	NA	0.77	0	0.34
FEX_0000704	 darkolivegreen	0.14	0.26	0	0.52	0.21	1.65	0.21	0.26	0.39	0	0.24	0.07	0.15	0.04	0.06	0.09	0.2	0.07	0.08	0.28
FEX_0000705	 darkolivegreen	0.14	0.39	0	0.6	0.19	2.56	0	0.11	0.22	NA	0.11	0.11	0.14	0	0.27	0	0	0.21	0.2	0.31
FEX_0000706	 darkolivegreen	0.1	0.27	0.1	0.84	0.16	1.84	0.23	0.19	0.51	0.26	0.2	0.13	0.16	1.05	0.08	0.07	1.77	0.33	0.27	0.19
FEX_0000707	 greenyellow	0.36	4.85	0.19	0	0	NA	0	0.15	0.9	NA	0	0	0.13	0	0.15	0	0.12	0	0	0
FEX_0000709	 skyblue	0	0.72	NA	0.38	NA	1.66	0.34	0	2.01	0	1.11	0.12	0	NA	0.04	NA	2.22	NA	0.15	0
FEX_0000712	 darkolivegreen	0.05	0.06	0.33	0.91	0.3	1.94	0.15	0.3	0.21	0.21	0.71	0.34	0.1	0	0.1	0.33	0.03	0.12	0.28	0.19
FEX_0000713	 mediumpurple3	0	NA	1.11	NA	0	1.79	0.28	0	NA	0	0	0.24	NA	0	NA	NA	NA	0	NA	20
FEX_0000714	 darkolivegreen	0.14	0	0	1	2.63	1.78	0	0.31	0.3	0.16	0.35	0	0.12	0	NA	0	0	0	0.4	0.06
FEX_0000715	 darkolivegreen	0.22	0.06	0.05	0.8	0.39	2.2	0.03	0.51	0.2	0.24	0.41	0.18	0.11	0	0.07	0.04	0.02	0.41	0.28	0.15
FEX_0000717	 darkolivegreen	0	0.51	0.26	0	0.2	2.88	0.93	0.47	0.57	1.19	0	0.3	0.38	0	0.16	0	NA	0.22	0.16	0.29
FEX_0000718	 darkolivegreen	0.05	0.21	0.23	0	0.04	3.72	0.93	0.83	0.34	0	0.18	0.15	0.53	0	0.11	0	0.03	0.37	0.62	3.8
FEX_0000720	 darkgrey	0.23	0	14.18	0	0.07	4.07	0.52	0.34	0.3	0.11	0.29	0.26	0.6	0	0	0	0.05	0.25	0.97	0.22
FEX_0000721	 darkolivegreen	1.89	3.77	0.12	0.53	0.12	4.67	0.22	1.72	0.29	1.65	0.31	0.28	0.2	1.99	0.41	0.11	0.09	0.18	0.34	1.71
FEX_0000724	 darkolivegreen	99.79	0	0	5	NA	0	50	75	0	33.33	0	0	NA	0	NA	100	0	0	NA	0
FEX_0000725	 salmon	2.49	0.18	2.03	0.94	0.69	1.43	0.96	0.8	0.4	1.59	0.46	0.44	0.24	0.05	0.01	2.37	0.16	0.27	0.1	0.32
FEX_0000726	 midnightblue	0.02	0.7	1.14	0	NA	1.72	0	1.16	0	0	0	0	0	2.16	0	33.33	0	0.26	0	0
FEX_0000728	 red	0	NA	NA	1.51	NA	NA	0.07	0.27	0	0.12	NA	0	0.28	0	0.02	NA	0	0	NA	0.2
FEX_0000729	 darkolivegreen	0.11	0.13	0.16	0.19	0	3.03	0	0	1.65	0.1	1.27	0.19	0.38	0	NA	0	NA	0	NA	1
FEX_0000730	 darkolivegreen	0	0.66	0	0.38	1.16	1.58	0.14	0	0.7	0.42	1.01	0.24	0.06	0.12	NA	0.12	0	0.18	0	1.52
FEX_0000731	 darkolivegreen	0	0.66	0	0.38	1.16	1.58	0.14	0	0.7	0.42	1.01	0.24	0.06	0.12	NA	0.12	0	0.18	0	1.52
FEX_0000738	 darkolivegreen	0.14	0	0.46	0.84	2.27	2.13	0.48	0.72	0.2	0	0.46	0.79	0.19	0	0	NA	NA	0.14	0.16	0.21
FEX_0000739	 grey	0	0	0.26	NA	0	0	0.22	0.12	0.32	0.24	0	0.35	0	0.22	0.49	NA	0	0	0	0.13
FEX_0000740	 darkolivegreen	0.18	0.58	0.1	0.54	0.22	1.42	0.82	0.1	0.22	0.88	0.31	0.41	0.17	0.05	0.05	0.09	0.03	0.13	0.64	0.16
FEX_0000743	 darkolivegreen	NA	NA	0.81	0	NA	0.92	NA	0.28	NA	NA	0.18	0	0.48	0	NA	0	0	NA	NA	0.47
FEX_0000745	 darkolivegreen	0	1.37	NA	NA	NA	1.7	0	0.44	0	1.52	0	0	0.06	0	NA	0.31	NA	0	0	0
FEX_0000746	 darkolivegreen	0.28	0.14	0.27	0.2	0.16	0.91	0.11	0.4	0.14	0.55	0.36	0.66	0.08	0.09	0.17	0.02	0	0.17	0.31	0.21
FEX_0000747	 tan	0	NA	NA	0	NA	NA	NA	NA	0.7	NA	0	0	0	0	0.12	0	0	0	NA	0
FEX_0000759	 darkolivegreen	0.11	0.13	0.19	1.47	1.06	4.02	0.25	0.36	0.19	0.35	0.25	0.26	0.32	0.04	0.05	0.03	0.05	0.15	0.21	0.18
FEX_0000769	 grey	3.76	16.67	41.45	54.05	NA	NA	66.46	39.54	NA	NA	7.69	0	62.88	33.33	NA	0.38	NA	0	0.07	0.38
FEX_0000773	 tan	0.25	0.14	0.02	2.91	0.22	2.57	0.19	0.6	9.3	0.71	0.09	0.19	0.08	0	1.77	0.53	0.06	0.12	NA	0.14
FEX_0000774	 darkolivegreen	0.11	0.2	0.46	0.4	0.18	1.06	0.29	0.46	0.26	0.45	0.44	0.18	0.28	0.02	0.04	0.03	0.05	0.23	0.44	0.13
FEX_0000775	 darkolivegreen	NA	0	0.42	0.37	NA	2.85	0.09	0.17	NA	0.64	1.01	0	0.08	0	NA	NA	0.04	0.33	0	0.08
FEX_0000778	 purple	0	NA	NA	0	0	NA	0	0	NA	0	NA	0	0	0	NA	0	NA	5	NA	0
FEX_0000779	 red	0.05	0	0.21	1.39	0.17	0.32	0.33	0.4	0.41	0	0.27	0	0.19	0.12	0	0	0.03	0	0.67	0.08
FEX_0000784	 salmon	99.06	0	0	NA	NA	1.96	0	0.56	32.81	66.45	3.45	49.41	0	1.36	NA	0	0.28	NA	0	16.67
FEX_0000786	 salmon	84.76	20.2	57.14	22.17	0	100	27.27	36.36	55.37	44.2	33.14	44.31	41.92	54.14	0	40.08	98.58	25.64	50	62.08
FEX_0000787	 grey	82.97	0.25	57.14	39.6	NA	50	37.5	28.57	50.04	0	38.67	75	41.92	74.44	0	40.08	98.58	25.06	50	56.66
FEX_0000788	 lightsteelblue1	NA	NA	NA	NA	NA	3.26	0	50	0	0	0	20.17	0	NA	NA	NA	0	0	0	25
FEX_0000789	 lightsteelblue1	NA	NA	NA	NA	NA	3.26	0	50	0	0	0	20.17	0	NA	NA	50	0	0	0	11.5
FEX_0000791	 darkgreen	5.42	7.22	0	0.54	50	20.4	0.37	0.63	0.33	0.8	0.1	11.71	0.26	5.58	0.02	NA	0	0.33	0.36	4.97
FEX_0000792	 blue	0.14	1.52	0	0.62	50	1.02	25.74	1.19	0.35	NA	1.47	0	14.41	83.33	NA	0	0	6.73	NA	6.9
FEX_0000793	 darkgreen	3.27	12.53	0.12	0	50	14.48	0.19	0.42	0.44	0.17	0.47	10.76	1.03	3.49	0.04	0	0.01	0.18	0.18	2.89
FEX_0000794	 greenyellow	0.17	NA	NA	NA	100	1.15	51.19	1.43	0.55	NA	1.36	NA	14.41	100	NA	NA	0	10	NA	10
FEX_0000795	 darkolivegreen	0.39	0	0	0	0	1.24	0	0	NA	0.77	0	0	0.03	0.04	0.08	0.26	0.08	0	NA	0
FEX_0000798	 darkolivegreen	0	0	0	NA	NA	3.15	0	0	0.28	NA	0.62	0	0.25	0.16	NA	0	0.03	0	NA	0.39
FEX_0000800	 tan	0	0	NA	0	NA	NA	0	0	0.92	NA	NA	NA	0	0	NA	0	0.31	NA	0	0
FEX_0000801	 lightsteelblue1	0.02	0	0	0.28	0.88	NA	0	0.9	0	0.13	0	0	0.26	0	0.49	NA	0.24	0	0.45	0
FEX_0000805	 darkolivegreen	0.08	0.2	0.17	0.13	NA	2.44	0.2	0.39	0.03	0	0.26	0.47	0	0.1	0	0.32	0.13	0.08	0.37	0.26
FEX_0000806	 darkolivegreen	0.18	0	0.35	0.15	NA	3.53	0.35	0.68	0.05	0	0.19	0.43	0	0	0	0	0	0.1	0.55	0.4
FEX_0000813	 red	0.2	0.14	0.3	8.14	0.11	1.75	0.11	2.83	0.25	0.07	0.12	0.06	0.51	0.03	0	0.52	3.71	0.06	0.03	0.05
FEX_0000815	 darkolivegreen	0.26	NA	0.93	0.15	0	3.63	0.36	0.59	0.7	0	NA	NA	0.27	0	NA	0.04	0.21	1.39	0	0.66
FEX_0000819	 blue	0	0.03	0	4.67	0.3	1.92	0	0.34	0.34	0.14	0.22	0.5	0	3.38	NA	0	0	0	0.12	0.17
FEX_0000820	 greenyellow	NA	1.88	0	0	0	0	0.65	0.29	NA	NA	0.4	0	0	NA	NA	0	NA	0	NA	0
FEX_0000821	 darkolivegreen	0	0.17	0.24	0	0.06	3.13	0.16	0.16	0.12	0.19	0	0.52	0.41	0	0	0.08	0	0.08	0.19	0.14
FEX_0000822	 green	17.86	0.09	0.22	2.96	NA	8.82	10.42	0.07	1.13	0	0	0.12	0	0	0.16	0.42	0	0.09	0.38	0.63
FEX_0000826	 darkolivegreen	0	0.28	0.39	0.4	0	NA	0	0	0	0	0	0	0.66	0	NA	0	NA	0	0.22	0
FEX_0000827	 darkolivegreen	0	0.09	0.29	0.4	0	3.82	0.17	0	0	2.09	0	0	0.72	0.26	NA	0	NA	0	0.07	0
FEX_0000828	 darkolivegreen	0	0.09	0.29	0.4	0	3.82	0.17	0	0	2.09	0	0	0.72	0.26	NA	0	NA	0	0.07	0
FEX_0000829	 darkmagenta	0	0.06	0	NA	0	2.33	0.45	0.35	0.08	1.26	0	0.16	0.08	0.29	0	0	0	0	0.07	0.22
FEX_0000830	 purple	0	0.14	NA	0.16	0.13	NA	0.22	0	0.31	0.34	0	0.09	0	0.3	NA	0	NA	0.9	NA	0.29
FEX_0000831	 purple	0	0.14	NA	0.11	0.13	NA	0	0	0.08	0.34	0	0.17	0	0.3	NA	0	NA	1.02	NA	0.25
FEX_0000832	 darkolivegreen	0.09	0.17	0	0.4	NA	4.92	0	0.14	0	1.06	0.57	0	0.46	0.26	NA	NA	0	0.71	0.32	0.64
FEX_0000833	 darkolivegreen	0.09	0.17	0	0.4	NA	4.92	0	0.14	0	1.06	0.57	0	0.46	0.26	NA	NA	0	0.71	0.32	0.64
FEX_0000834	 darkolivegreen	0	0	0.05	0	0.19	2.53	0.54	0.29	0.39	1	0.11	0	0.12	0	0	0	0	0.06	0.45	0.04
FEX_0000835	 magenta	0.09	0.17	0.2	0.55	0.27	1.72	0.23	0.19	0.21	0.39	3.2	0.47	0.23	0.03	0.17	0.12	0.03	0.37	0.12	0.29
FEX_0000838	 lightsteelblue1	0.06	0	0	0.92	0	2.01	0.03	12.93	1.63	0.26	0.29	0.46	0.63	0	0.13	0	0.13	0.17	0.36	0.42
FEX_0000839	 lightsteelblue1	0.06	0	0	0.92	0	2.01	0.04	12.93	1.63	0.26	0.29	0.72	0.63	0	0.06	0	0	0.19	0.36	0.42
FEX_0000840	 brown	0.08	0.1	0.18	0.57	NA	1.75	0.04	0.46	0.71	0.09	0.48	0.11	10.14	0.42	0	0.06	0.26	0.25	0.03	0.09
FEX_0000841	 darkolivegreen	0.12	0.18	0.18	0.23	0.31	1.46	0.23	0.29	0.12	0.19	0.22	0.21	1.02	0.46	0.03	0.09	0.16	0.33	0.14	0.24
FEX_0000842	 darkolivegreen	0	0.64	0	0.22	0	2.56	0.21	0.38	0.22	NA	0	0	0	0	0	0	NA	0	0	0.31
FEX_0000843	 darkolivegreen	0.15	0.24	0.14	0.62	0.27	1.37	0.32	0.41	0.22	0.22	0.24	0.15	0.3	0.26	0.06	0.1	0.04	0.27	0.21	0.41
FEX_0000844	 darkolivegreen	0.19	0.25	0.1	0.18	0	2.76	0.67	0.38	0.98	0.11	0.99	0.45	0.27	0	0	0	0.01	0.14	0	0.07
FEX_0000845	 darkolivegreen	0.01	0.17	0.1	0	0.1	1.47	0.23	1.75	0.17	0.11	0	0.1	0.64	0.11	NA	0	0.05	0.05	0.11	0.54
FEX_0000846	 tan	1.4	0.49	0.03	0.28	0.59	2.38	1.11	0.38	50.46	0.18	2.16	0	0.03	0	0.04	0.18	0.29	1.39	0.09	0.35
FEX_0000847	 grey	16.72	19.06	19.65	31.53	0.39	2.15	27.7	0.27	34.93	0.14	33.63	25	0.34	0.5	16.71	16.88	20.75	0	19.97	5.87
FEX_0000849	 midnightblue	50	40	0	1.14	0.44	2.97	16.67	0.27	0	25.14	1.43	0.13	0	25	0	100	NA	0.2	25	12.17
FEX_0000851	 black	NA	0	NA	NA	NA	NA	0.22	0	NA	NA	0.13	1.31	0.08	0	NA	0	0	0	NA	0
FEX_0000852	 brown	0.11	0.15	0	0.32	0.22	2.28	0.15	0.22	0.16	0	0.49	0.37	3.76	0	0.05	0.08	0.16	0.25	0.06	0.1
